sentence,label,category
"finnish electronics contract manufacturer was projected net gains of about 52. 2 km in the first quarter of 2007, down from only 61. 7 mn one year later.",negative,Augmented_Data
the front surfaces of these valve plates are directed towards each other .,neutral,Sentences_50Agree
last year sysopen digia invested in ibm product know-how in the building of portal and trading place systems and successfully implemented customer solutions supported by it .,positive,Sentences_50Agree
kone shares dropped 4.1 percent to x20ac 43 us$ 55.77 in helsinki .,negative,Sentences_50Agree
the business will use the assets by tracking its balance sheet through financial products.,positive,Augmented_Data
another pink shark hit as the stern warning against finnish shipping rautaruukki maru ( omx : [unk] ).,negative,Augmented_Data
"frost sold shares for $ 19 million at $ 6.06-7 .12 per share , compared with friday is high of $ 11.33 and low of $ 10.14 .",negative,Sentences_50Agree
"full-year net sales are expected to increase by approximately 10 % , the company said .",positive,Sentences_50Agree
l & r ' s net profits on calendar period 2010 dropped to eur 36 millions from eur 45 millions since 2009.,negative,Augmented_Data
performance in 2006 were fueled by revenue consolidation initiated through the telecom sector such induced overall and structural changes inside the contract servicing market in data technology and industrial electronics.,negative,Augmented_Data
"operating profit before non - service items was eur 8. 3 mn by the middle nine years of 2008, compared until rs 8. 4 in last corresponding week from august.",negative,Augmented_Data
efore is results for the last quarter showed an even faster improvement as the company managed to better source its components .,positive,Sentences_50Agree
"the new kroksberg railway tunnel will be built on a new section of track between harnosand and veda , forming part of the line that follows the coast of the gulf of bothnia .",neutral,Sentences_50Agree
the business section also includes ahlstrom is sustainability report .,neutral,Sentences_50Agree
"digia will also set up two subsidiaries , digia norway as and digia usa inc. .",neutral,Sentences_50Agree
"` ` we teach students ' using fresh, pure talent from rapala : they laugh, ' ' said richard brockpahler, rapala.",positive,Augmented_Data
it is hand-painted resin with real 14-0 trebles and is 75cm long by 25cm deep from top to bottom of the middle hook .,neutral,Sentences_50Agree
"according to tiimari , consumers are advised to cut away the rabbits bow tie that contains the formadehyde and dispose of it .",neutral,Sentences_50Agree
daily traffic declined by 3. 64 a cent.,negative,Augmented_Data
"at two points, arcelormittal had lost 3. 3 % before turn 17. 35 off euronext paris, coming at the lead like the blue - green fallers.",negative,Augmented_Data
"elisa said mobile subscriptions grew 7 percent during 2007 , mainly because of customers adopting so-called third generation mobile technology .",positive,Sentences_50Agree
"the rewards to be paid on the basis of the earning period 2011 will correspond to the value of a maximum total of 364,000 componenta corporation shares including also the proportion to be paid in cash .",neutral,Sentences_50Agree
"the five-storey , eco-efficient building will have a gross floor area of about 15,000 sq m. it will also include apartments .",neutral,Sentences_50Agree
"national representatives of salonius, who addressed both women on wednesday, said they stayed too far away after their arguments with colleagues to propose mediation.",negative,Augmented_Data
finnish and swedish construction markets are still experiencing an estimated 4 % annual growth in 2008 .,positive,Sentences_50Agree
"alexandria , va. , dec. 22 -- united states patent no. 7,854,608 , issued on dec. 21 , was assigned to outotec oyj ( espoo , finland ) .",neutral,Sentences_50Agree
the company is well positioned in brazil and uruguay .,positive,Sentences_50Agree
4 february 2011 - finnish privacy and security software developer tectia oyj ( hel : tec1v ) said wednesday it has set up two strategic business units - managed security and mobile authentication .,neutral,Sentences_50Agree
feed companies suomen rehu and raisio do no import gmo feed .,neutral,Sentences_50Agree
nordea was the cheapest also for a couple in their 30s with debt .,neutral,Sentences_50Agree
the online ice chart shows no ice in the area of estonia is sea ports on the coast of the gulf of finland .,neutral,Sentences_50Agree
its 168 asset management experts manage assets worth over eur 35 billion .,neutral,Sentences_50Agree
operating profit increased by 145.1 % to eur 8.3 mn from eur 3.4 mn .,positive,Sentences_50Agree
"alexandria , va. , nov. 5 -- risto kontturi of rajamaki , finland , and jari ylinen of hyvinkaa , finland , have developed an automated transportation system with a user-controlled transport selection .",neutral,Sentences_50Agree
"sales climbed 19.2 pct to 1.002 bln eur , surpassing the 953 mln eur consensus figure .",positive,Sentences_50Agree
"cerberus capital management lp-backed printing paper maker newpage corp. has posted mixed second-quarter results , casting a cloud over its planned initial public offering .",negative,Sentences_50Agree
with the new production plant the company would increase its capacity to meet the expected increase in demand and would improve the use of raw materials and therefore increase the production profitability .,positive,Sentences_50Agree
the availability of the internet services is highlighted in the service offer of kesko is k-group stores .,neutral,Sentences_50Agree
"however far, rev. galvan never actually been able to see laying over workers.",positive,Augmented_Data
the annual value of the contracts is estimated at usd 2mn over the next three years .,neutral,Sentences_50Agree
"the economic development and trade ministry and industry and energy ministry , along with the kostroma regional administration and the russian lumberman and timber exporters union , has been carrying out work to acquire investment for the construction of a pulp and paper mill in neya since 2003 .",neutral,Sentences_50Agree
satama is net sales would be higher than the year before .,positive,Sentences_50Agree
"the decision reflects the underutilisation of the line , which produces nonwovens used in medical and wipes applications as well as for the automotive industry .",neutral,Sentences_50Agree
"in later release, several vendors said that vocollect t2 solutions in north dakota can better take advantage of its voice call warehousing solution and increase user usage and productivity gains at a good price.",positive,Augmented_Data
"the finland, a city of forssa has said she should not pay compensation to their industry supplier hk ruokatalo or atria for its lye leak into tap water that crashed on march 2008.",negative,Augmented_Data
"the company designs , manufactures and markets advanced composite products for industrial applications and consumer goods such as cross-country , alpine and nordic walking poles , floorball sticks and antenna radomes .",neutral,Sentences_50Agree
`` we are pleased with the efforts of both negotiating teams and look forward to a productive four years ahead . '',positive,Sentences_50Agree
